tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
59729	Taeniopygia guttata	100231343	0	live	TOP2A		DNA topoisomerase II alpha	DNA topoisomerase 2-alpha|topoisomerase (DNA) II alpha		27	NC_044239.2	2808065	2826210	plus	35		
59729	Taeniopygia guttata	100231338	0	live	KCNH4		potassium voltage-gated channel subfamily H member 4	potassium voltage-gated channel subfamily H member 4|potassium voltage-gated channel, subfamily H (eag-related), member 4		27	NC_044239.2	2310420	2319956	plus	16		
59729	Taeniopygia guttata	100231333	0	live	DHX8		DEAH-box helicase 8	ATP-dependent RNA helicase DHX8		27	NC_044239.2	1962708	1976311	minus	23		
59729	Taeniopygia guttata	100231331	0	live	CCNH		cyclin H	cyclin-H		Z	NC_044241.2	27528665	27539426	plus	10		
59729	Taeniopygia guttata	100231330	0	live	ITGB4		integrin subunit beta 4	integrin beta-4		18	NC_044230.2	8431479	8460728	minus	41		
59729	Taeniopygia guttata	100231329	0	live	AQP5		aquaporin 5	aquaporin-5		29	NC_044242.2	2203921	2207361	minus	4		
59729	Taeniopygia guttata	100231326	0	live	SLC46A2		solute carrier family 46 member 2	thymic stromal cotransporter homolog		Z	NC_044241.2	28415507	28433861	plus	4		
59729	Taeniopygia guttata	100231324	0	live	MMD		monocyte to macrophage differentiation associated	monocyte to macrophage differentiation factor		18	NC_044230.2	10467377	10484925	minus	8		
59729	Taeniopygia guttata	100231323	0	live	DCTN2		dynactin subunit 2	dynactin subunit 2		29	NC_044242.2	2032403	2042019	minus	16		
59729	Taeniopygia guttata	100231316	0	live	RAPGEF4		Rap guanine nucleotide exchange factor 4	rap guanine nucleotide exchange factor 4		7	NC_044219.2	14994368	15144009	plus	34		
59729	Taeniopygia guttata	100231312	0	live	GPR27		G protein-coupled receptor 27	probable G-protein coupled receptor 27		12	NC_044224.2	3626634	3628843	minus	1		
59729	Taeniopygia guttata	100231310	0	live	IRF5		interferon regulatory factor 5	interferon regulatory factor 5		1A	NC_044212.2	202827	208227	plus	9		
59729	Taeniopygia guttata	100231309	0	live	STK36		serine/threonine kinase 36	serine/threonine-protein kinase 36		7	NC_044219.2	9932192	9949023	plus	26		
59729	Taeniopygia guttata	100231306	0	live	RRP8		ribosomal RNA processing 8	ribosomal RNA-processing protein 8|ribosomal RNA processing 8, methyltransferase, homolog		1	NC_044211.2	113895032	113897579	minus	7		
59729	Taeniopygia guttata	100231301	0	live	MAGI3		membrane associated guanylate kinase, WW and PDZ domain containing 3	membrane-associated guanylate kinase, WW and PDZ domain-containing protein 3		26	NC_044238.2	85424	139863	minus	23		
59729	Taeniopygia guttata	100231300	0	live	WNT9A		Wnt family member 9A	protein Wnt-9a		2	NC_044213.2	1987101	2050122	minus	4		
59729	Taeniopygia guttata	100231299	0	live	IDS		iduronate 2-sulfatase	iduronate 2-sulfatase		4A	NC_044216.2	12616026	12625423	plus	10		
59729	Taeniopygia guttata	100231295	0	live	GARS1	GARS	glycyl-tRNA synthetase 1	glycine--tRNA ligase		2	NC_044213.2	4139555	4165870	minus	17		
59729	Taeniopygia guttata	100231294	0	live	TAF9B		TATA-box binding protein associated factor 9b	transcription initiation factor TFIID subunit 9B		4A	NC_044216.2	5140672	5144739	plus	7		
59729	Taeniopygia guttata	100231291	0	live	GPR171		G protein-coupled receptor 171	probable G-protein coupled receptor 171		9	NC_044221.2	25171762	25177522	plus	2		
59729	Taeniopygia guttata	100231289	0	live	IFT70A	TTC30A, TTC30B	intraflagellar transport 70A	tetratricopeptide repeat protein 30B|tetratricopeptide repeat domain 30A|tetratricopeptide repeat domain 30B		7	NC_044219.2	16965424	16967992	minus	1		
59729	Taeniopygia guttata	100231286	0	live	HEXD	HEXDC	hexosaminidase D	hexosaminidase D		18	NC_044230.2	6937420	6947101	minus	12		
59729	Taeniopygia guttata	100231280	0	live	MTSS1		MTSS I-BAR domain containing 1	protein MTSS 1|MTSS1, I-BAR domain containing		2	NC_044213.2	139601470	139728145	minus	16		
59729	Taeniopygia guttata	100231279	0	live	NME1		NME/NM23 nucleoside diphosphate kinase 1	nucleoside diphosphate kinase A|non-metastatic cells 1, protein (NM23A) expressed in		18	NC_044230.2	9681186	9687515	plus	7		
59729	Taeniopygia guttata	100231277	0	live	CSAD		cysteine sulfinic acid decarboxylase	cysteine sulfinic acid decarboxylase		29	NC_044242.2	2591900	2599700	plus	17		
59729	Taeniopygia guttata	100231272	0	live	MTMR8		myotubularin related protein 8	myotubularin-related protein 8		4A	NC_044216.2	15710782	15734311	plus	14		
59729	Taeniopygia guttata	100231270	0	live	CAPN6		calpain 6	calpain-6		4A	NC_044216.2	17489149	17540196	plus	15		
59729	Taeniopygia guttata	100231269	0	live	PTPN4		protein tyrosine phosphatase non-receptor type 4	tyrosine-protein phosphatase non-receptor type 4		7	NC_044219.2	6760036	6869434	minus	28		
59729	Taeniopygia guttata	100231265	0	live	ZNF385B		zinc finger protein 385B	zinc finger protein 385B|zinc finger protein 533		7	NC_044219.2	17641799	17797492	minus	16		
59729	Taeniopygia guttata	100231257	0	live	TJP1		tight junction protein 1	tight junction protein ZO-1|putative tight junction protein 1		10	NC_044222.2	5741636	5898196	minus	31		
59729	Taeniopygia guttata	100231255	0	live	SLC26A4		solute carrier family 26 member 4	pendrin		1A	NC_044212.2	13940229	13964206	plus	21		
59729	Taeniopygia guttata	100231253	0	live	BIN3		bridging integrator 3	bridging integrator 3|bridging integrator 3 homolog		22	NC_044234.2	1913019	1962461	minus	11		
59729	Taeniopygia guttata	100231252	0	live	EFL1		elongation factor like GTPase 1	elongation factor-like GTPase 1		10	NC_044222.2	11415893	11478760	plus	20		
59729	Taeniopygia guttata	100231248	0	live	NPSR1		neuropeptide S receptor 1	neuropeptide S receptor		2	NC_044213.2	46403839	46462715	plus	9		
59729	Taeniopygia guttata	100231246	0	live	DMGDH		dimethylglycine dehydrogenase	dimethylglycine dehydrogenase, mitochondrial		Z	NC_044241.2	58718218	58757995	plus	16		
59729	Taeniopygia guttata	100231241	0	live	MINDY2	FAM63B	MINDY lysine 48 deubiquitinase 2	ubiquitin carboxyl-terminal hydrolase MINDY-2|family with sequence similarity 63 member B		10	NC_044222.2	6594824	6626066	minus	9		
59729	Taeniopygia guttata	100231239	0	live	HADH		hydroxyacyl-CoA dehydrogenase	hydroxyacyl-coenzyme A dehydrogenase, mitochondrial		4	NC_044215.2	46621097	46639746	minus	8		
59729	Taeniopygia guttata	100231238	0	live	UNC13C		unc-13 homolog C	protein unc-13 homolog C		10	NC_044222.2	7829323	8003648	minus	39		
59729	Taeniopygia guttata	100231236	0	live	NPY5R		neuropeptide Y receptor Y5	neuropeptide Y receptor type 5		4	NC_044215.2	38941865	38956811	minus	5		
59729	Taeniopygia guttata	100231232	0	live	SLC44A3		solute carrier family 44 member 3	choline transporter-like protein 3		8	NC_044220.2	17189940	17230591	plus	17		
59729	Taeniopygia guttata	100231229	0	live	HOXA7		homeobox A7	homeobox protein Hox-A7		2	NC_044213.2	33628516	33631876	minus	2		
59729	Taeniopygia guttata	100231227	0	live	AKAP13		A-kinase anchoring protein 13	A-kinase anchor protein 13		10	NC_044222.2	13890033	14096530	minus	44		
59729	Taeniopygia guttata	100231224	0	live	WFIKKN1		WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1	WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 1		14	NC_044226.2	15217390	15220517	plus	2		
59729	Taeniopygia guttata	100231221	0	live	VWDE		von Willebrand factor D and EGF domains	von Willebrand factor D and EGF domain-containing protein		2	NC_044213.2	27548344	27586345	minus	31		
59729	Taeniopygia guttata	100231220	0	live	ELOVL6		ELOVL fatty acid elongase 6	elongation of very long chain fatty acids protein 6|elongation of very long chain fatty acids-like 6		4	NC_044215.2	45606329	45684651	plus	4		
59729	Taeniopygia guttata	100231217	0	live	AARS2		alanyl-tRNA synthetase 2, mitochondrial	alanine--tRNA ligase, mitochondrial		3	NC_044214.2	82586769	82604190	minus	22		
59729	Taeniopygia guttata	100231216	0	live	SMAD6		SMAD family member 6	mothers against decapentaplegic homolog 6		10	NC_044222.2	18877339	18919518	plus	4		
59729	Taeniopygia guttata	100231212	0	live	BMAL1	ARNTL	basic helix-loop-helix ARNT like 1	aryl hydrocarbon receptor nuclear translocator-like protein 1|aryl hydrocarbon receptor nuclear translocator like		5	NC_044217.2	4696015	4743858	minus	22		
59729	Taeniopygia guttata	100231208	0	live	MAD2L1BP		MAD2L1 binding protein	MAD2L1-binding protein		3	NC_044214.2	79742631	79745121	plus	2		
59729	Taeniopygia guttata	100231204	0	live	SENP8		SUMO peptidase family member, NEDD8 specific	sentrin-specific protease 8		10	NC_044222.2	3063756	3070328	minus	4		
59729	Taeniopygia guttata	100231203	0	live	LEO1		LEO1 homolog, Paf1/RNA polymerase II complex component	RNA polymerase-associated protein LEO1		10	NC_044222.2	8748701	8759399	minus	13		
59729	Taeniopygia guttata	100231202	0	live	ALDH1A3		aldehyde dehydrogenase 1 family member A3	aldehyde dehydrogenase family 1 member A3		10	NC_044222.2	17539615	17573653	plus	13		
59729	Taeniopygia guttata	100231199	0	live	HOMER1		homer scaffold protein 1	homer protein homolog 1|homer homolog 1|homer scaffolding protein 1		Z	NC_044241.2	58505186	58593629	plus	9		
59729	Taeniopygia guttata	100231196	0	live	OTP		orthopedia homeobox	homeobox protein orthopedia		Z	NC_044241.2	59398666	59405967	plus	3		
59729	Taeniopygia guttata	100231195	0	live	GLDC		glycine decarboxylase	glycine dehydrogenase (decarboxylating), mitochondrial		Z	NC_044241.2	64003360	64042395	minus	25		
59729	Taeniopygia guttata	100231193	0	live	LARP6		La ribonucleoprotein 6, translational regulator	la-related protein 6|La ribonucleoprotein domain family member 6		10	NC_044222.2	5960925	5968566	minus	3		
59729	Taeniopygia guttata	100231192	0	live	TSPAN5		tetraspanin 5	tetraspanin-5		4	NC_044215.2	49279802	49361959	plus	8		
59729	Taeniopygia guttata	100231188	0	live	LRRC47		leucine rich repeat containing 47	leucine-rich repeat-containing protein 47		21	NC_044233.2	3206383	3211166	minus	7		
59729	Taeniopygia guttata	100231187	0	live	GSX2		GS homeobox 2	GS homeobox 2		4	NC_044215.2	26642794	26644294	plus	2		
59729	Taeniopygia guttata	100231183	0	live	SPPL2A		signal peptide peptidase like 2A	signal peptide peptidase-like 2A		10	NC_044222.2	10467585	10490687	plus	17		
59729	Taeniopygia guttata	100231182	0	live	DVL1		dishevelled segment polarity protein 1	segment polarity protein dishevelled homolog DVL-1|dishevelled, dsh homolog 1		21	NC_044233.2	1527463	1578632	minus	16		
59729	Taeniopygia guttata	100231177	0	live	IL16		interleukin 16	pro-interleukin-16		10	NC_044222.2	11872454	11899324	minus	20		
59729	Taeniopygia guttata	100231174	0	live	TOP2B		DNA topoisomerase II beta	DNA topoisomerase 2-beta|topoisomerase (DNA) II beta		2	NC_044213.2	38924938	38991798	minus	38		
59729	Taeniopygia guttata	100231172	0	live	LARS2		leucyl-tRNA synthetase 2, mitochondrial	probable leucine--tRNA ligase, mitochondrial		2	NC_044213.2	45530754	45613011	plus	21		
59729	Taeniopygia guttata	100231171	0	live	ADCY9		adenylate cyclase 9	adenylate cyclase type 9		14	NC_044226.2	13996310	14078059	minus	10		
59729	Taeniopygia guttata	100231169	0	live	IGDCC3		immunoglobulin superfamily DCC subclass member 3	immunoglobulin superfamily DCC subclass member 3		10	NC_044222.2	17993494	18094321	minus	14		
59729	Taeniopygia guttata	100231168	0	live	POMK		protein O-mannose kinase	protein O-mannose kinase		4	NC_044215.2	44776208	44780512	plus	2		
59729	Taeniopygia guttata	100231167	0	live	ANKS3		ankyrin repeat and sterile alpha motif domain containing 3	ankyrin repeat and SAM domain-containing protein 3		14	NC_044226.2	14290131	14304476	minus	19		
59729	Taeniopygia guttata	100231158	0	live	ERCC4		ERCC excision repair 4, endonuclease catalytic subunit	DNA repair endonuclease XPF|excision repair cross-complementing rodent repair deficiency, complementation group 4		14	NC_044226.2	9594636	9610506	plus	11		
59729	Taeniopygia guttata	100231153	0	live	BARX2		BARX homeobox 2	homeobox protein BarH-like 2		24	NC_044236.2	609129	642677	minus	4		
59729	Taeniopygia guttata	100231151	0	live	PMM1		phosphomannomutase 1	phosphomannomutase 1		1A	NC_044212.2	47979120	47990368	plus	8		
59729	Taeniopygia guttata	100231145	0	live	SMTN		smoothelin	smoothelin		15	NC_044227.2	76952	99225	plus	22		
59729	Taeniopygia guttata	100231143	0	live	PROC		protein C, inactivator of coagulation factors Va and VIIIa	vitamin K-dependent protein C		9	NC_044221.2	6701691	6716426	plus	9		
59729	Taeniopygia guttata	100231141	0	live	POLR3C		RNA polymerase III subunit C	DNA-directed RNA polymerase III subunit RPC3		25	NC_044237.2	1731626	1742370	minus	18		
59729	Taeniopygia guttata	100231140	0	live	ABCA2		ATP binding cassette subfamily A member 2	ATP-binding cassette sub-family A member 2|ATP-binding cassette, sub-family A (ABC1), member 2		17	NC_044229.2	220778	254014	minus	50		
59729	Taeniopygia guttata	100231137	0	live	ANKS6		ankyrin repeat and sterile alpha motif domain containing 6	ankyrin repeat and SAM domain-containing protein 6		2	NC_044213.2	89379549	89421844	minus	19		
59729	Taeniopygia guttata	100231136	0	live	TNFSF15		TNF superfamily member 15	tumor necrosis factor ligand superfamily member 15|tumor necrosis factor superfamily member 15		17	NC_044229.2	2770107	2785766	minus	4		
59729	Taeniopygia guttata	100231135	0	live	GRIK2		glutamate ionotropic receptor kainate type subunit 2	glutamate receptor ionotropic, kainate 2		3	NC_044214.2	41138925	41486376	plus	21		
59729	Taeniopygia guttata	100231129	0	live	VAX1		ventral anterior homeobox 1	ventral anterior homeobox 1		6	NC_044218.2	29037050	29043454	minus	3		
59729	Taeniopygia guttata	100231125	0	live	PKN3		protein kinase N3	serine/threonine-protein kinase N3|serine/threonine-protein kinase N2-like		17	NC_044229.2	5751994	5770588	plus	23		
59729	Taeniopygia guttata	100231124	0	live	DPY19L3		dpy-19 like C-mannosyltransferase 3	probable C-mannosyltransferase DPY19L3|dpy-19 like 3		11	NC_044223.2	15872167	15907095	plus	21		
59729	Taeniopygia guttata	100231122	0	live	GPI		glucose-6-phosphate isomerase	glucose-6-phosphate isomerase|glucose phosphate isomerase		11	NC_044223.2	19175881	19197839	plus	18		
59729	Taeniopygia guttata	100231118	0	live	PSMC6		proteasome 26S subunit, ATPase 6	26S proteasome regulatory subunit 10B		5	NC_044217.2	59270629	59281417	minus	14		
59729	Taeniopygia guttata	100231115	0	live	USP21		ubiquitin specific peptidase 21	ubiquitin carboxyl-terminal hydrolase 21		25	NC_044237.2	1698086	1703903	plus	14		
59729	Taeniopygia guttata	100231114	0	live	AASDHPPT		aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase		1	NC_044211.2	40458216	40488457	plus	7		
59729	Taeniopygia guttata	100231113	0	live	CNTN5		contactin 5	contactin-5		1	NC_044211.2	37736955	38330486	plus	32		
59729	Taeniopygia guttata	100231111	0	live	UBASH3B		ubiquitin associated and SH3 domain containing B	ubiquitin-associated and SH3 domain-containing protein B		24	NC_044236.2	4396547	4472610	minus	14		
59729	Taeniopygia guttata	100231109	0	live	SIK3		SIK family kinase 3	serine/threonine-protein kinase SIK3		24	NC_044236.2	6766627	6835486	plus	25		
59729	Taeniopygia guttata	100231106	0	live	EP300		E1A binding protein p300	histone acetyltransferase p300		1A	NC_044212.2	48241322	48303594	minus	31		
59729	Taeniopygia guttata	100231102	0	live	CACNG2		calcium voltage-gated channel auxiliary subunit gamma 2	voltage-dependent calcium channel gamma-2 subunit		1A	NC_044212.2	50267263	50322417	plus	4		
59729	Taeniopygia guttata	100231100	0	live	ALG11		ALG11 alpha-1,2-mannosyltransferase	GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase|GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase-like|asparagine-linked glycosylation 11 homolog (S. cerevisiae, alpha-1,2-mannosyltransferase)		1	NC_044211.2	60445158	60450177	plus	4		
59729	Taeniopygia guttata	100231096	0	live	COPB2		COPI coat complex subunit beta 2	coatomer subunit beta'|coatomer protein complex subunit beta 2		9	NC_044221.2	645548	659533	plus	22		
59729	Taeniopygia guttata	100231092	0	live	CSNK1E		casein kinase 1 epsilon	casein kinase I		1A	NC_044212.2	49503791	49527423	plus	12		
59729	Taeniopygia guttata	100231089	0	live	POLR3B		RNA polymerase III subunit B	DNA-directed RNA polymerase III subunit RPC2|polymerase (RNA) III (DNA directed) polypeptide B		1A	NC_044212.2	52436768	52508845	minus	28		
59729	Taeniopygia guttata	100231086	0	live	TF		transferrin	serotransferrin		9	NC_044221.2	4597778	4610399	plus	17		
59729	Taeniopygia guttata	100231084	0	live	PTGR3	ZADH2	prostaglandin reductase 3	prostaglandin reductase 3|zinc binding alcohol dehydrogenase domain containing 2		2	NC_044213.2	93058844	93067488	plus	3		
59729	Taeniopygia guttata	100231083	0	live	BICD1		BICD cargo adaptor 1	protein bicaudal D homolog 1		1A	NC_044212.2	55504777	55669141	plus	10		
59729	Taeniopygia guttata	100231081	0	live	TUBE1		tubulin epsilon 1	tubulin epsilon chain		3	NC_044214.2	45939258	45953932	minus	12		
59729	Taeniopygia guttata	100231075	0	live	DNER		delta/notch like EGF repeat containing	delta and Notch-like epidermal growth factor-related receptor		9	NC_044221.2	10459171	10572396	minus	13		
59729	Taeniopygia guttata	100231071	0	live	PRLHR		prolactin releasing hormone receptor	prolactin-releasing peptide receptor|G protein-coupled receptor 10		6	NC_044218.2	29760227	29767886	minus	4		
59729	Taeniopygia guttata	100231068	0	live	BARHL1		BarH like homeobox 1	barH-like 1 homeobox protein		17	NC_044229.2	7242974	7251502	plus	4		
59729	Taeniopygia guttata	100231066	0	live	RXRA		retinoid X receptor alpha	retinoic acid receptor RXR-alpha		17	NC_044229.2	8024072	8123531	plus	10		
59729	Taeniopygia guttata	100231059	0	live	CTU2		cytosolic thiouridylase subunit 2	cytoplasmic tRNA 2-thiolation protein 2|cytosolic thiouridylase subunit 2 homolog		11	NC_044223.2	10969366	10974622	plus	15		
59729	Taeniopygia guttata	100231058	0	live	RAB39A		RAB39A, member RAS oncogene family	ras-related protein Rab-39A		1	NC_044211.2	41137495	41145153	plus	2		
